",""text"""
"507,""oke siap kakak cantik"""
"508,""overall respon cepat"""
"509,""pakai shopepay kalo pembatalan dana cepat dikembalikan pertahankan terus prestasi aplikasinya """
"510,""pembelian shopee memuaskan """
"511,""perdana punya aplikasi olshop ya shopee aslik buta dunia olshop an gimana cara pesan ny takut barang nya ga sampe takut gk sesuai dgn real pict tpi coba shopee ternyata mudah pengiriman nya cepattt pokokk nya bagus dehhh pasca lahiran bersambung dgn co ulasan lengkap"""
"512,""pokoknya manten bagus tenan """
"513,""recommended"""
"514,""rumit"""
"515,"" baik"""
"516,"" bermanfaat"""
"517,"" buruk mengecewakan"""
"518,"" membantu pelayanan mempermudah berbelanja"""
"519,"" memuaskan"""
"520,"" memuaskan belanja shopee"""
"521,"" menyenangkan"""
"522,"" puas belanja shopee"""
"523,""sangt bagus"""
"524,"" dowlond aplikasi shopee ko ya nginstalnya sehari an dowlond nya"""
"525,"" meng donlod shopeeng"""
"526,"" suka aplikasi dg shopee mudah  berbelanja"""
"527,""ng puas pelayanan nya"""
"528,""sejauh pelayanan shoppe nggk ad yang mengecewakan jdi pilihan onlshop q dri pda yang semangat shoppe """
"529,""sejauh bagus sangan memuaskan terimakasih """
"530,"" terpercaya belum pernah kecewa krn d tipu"""
"531,"" belanja pakai shopee alhamdulillah kendala memuaskan"""
"532,"" gw pake si oke ajaa tp dompet gw ga oke kalap mulu gw"""
"533,""semoga roko toko yang shopee amanah"""
"534,"" dicari """
"535,""senneng banget pake shopee gratis ongkirny beneran rupiah fr ny mudah digunakan jelas baguss banget tengkiu shopee"""
"536,""shoope cepat kualitas barang bagus bagus"""
"537,""shopee bagus belanja aman sesuai pesanan bagus"""
"538,""shopee luar """
"539,""shopee terbaik voucher gratis ongkir diadakan diskon cashback cod toko shopee  konsumen cinta dg shopee sukses  shopee """
"540,""shopee bagus"""
"541,""shopee skrng pelit td nya gratis ongkir luar jawa tersedia skrng mah engga barang dri  gratis ongkir aktifkan lg"""
"542,""shopee terbaik dech"""
"543,""shopee terdebest """
"544,""shopee the best """
"545,""shopee """
"546,""shopeeee memudahkan segalanyaa"""
"547,""suka"""
"548,""suka belanja dsini tp belum transaksi shopee paylater ya"""
"549,""sya pengguna bru shopee bnr dpet pulsa k sya kasih bintang satu dlu ya klu emang dpet pulsa jg aplikasih bagus sya ksih bintang """
"550,""tampilan bagus bagus terpercaya"""
"551,"" shoope belanja aman pilihan rating penjual rata bagus pilihan pengiriman kemudahan kenyamanan berbelanja tampilan beranda yang memudahkan pembeli pencarian apapun  dipertahankan pelacakan pengiriman yang update mudah dipahami chat costumer servis """
"552,""terbaaaaaaiiiikkk"""
"553,""terpercaya"""
"554,""tingkatkan kualitas terbaiknya"""
"555,""toko online manatap beragam voucher diskon promo menarik aplikasinya rumit gunakan berbagai produk toko jadikan referensi belanja suport berbagai kurir berbagai cara bayar bagus layanan codnya tetap setia shopee josss ulasan lengkap"""
"556,""update trus klo engga update aplikasi eror gmna berhasil menjalankan usaha upload gagal """
"557,""usulan papua kab yogyakarta penting melakukan apapun mulai pikirkanlah ni gan ane i bilang cinta padamu lupakan kata i i i """
"558,""uwis mendownload ulang mba um"""
"559,""voucher melimpahhh"""
"560,"" kekeurangan pùaa belanja shopee"""
"561,""we love shopee"""
"562,""alhmdlh belanja cukup aman nyaman"""
"563,""amanah """
"564,""anjing nih aplikasi kataya pulsa tapibabi kau kasi"""
"565,""aplikasi online shop bagus suka cod gratis ongkir """
"566,""aplikasi yang mebantu  bisnis online jual beli trimaksih """
"567,""apl yang racun belanja """
"568,""aplikasi amjing katanya suruh log in  log in pke fb yang udah terdftar shopee tulisannya gangn mulu """
"569,""aplikasi yang bagus flash sale """
"570,""aplikasi yang bagus """
"571,""aplikasi yang membantu dlm belanja masa pandemi seperti skr dapat potongan ongkir"""
"572,""aq suka banget belanja pakai shoope untungnya"""
"573,""b aja"""
"574,""bagus"""
"575,""bagus  ditingkatkan nih shopee pay later nya aktif  informasinya  shopeepaylater dibuka ya kak """
"576,""bagus ga usah kluar rumah kadang kualitas kurang memuaskan"""
"577,""bagus buka shopee sinyal full hp yang bagus hp yang ram gb sinyal biji kayanya lolaaaaa banget tp buka aplikasi shop yang ga masalah tuh lancar """
"578,""bagus bagus murah cepat halal rapi bersih packing buble ok"""
"579,""bagus """
"580,""bagus bebas petipuan menggunakan aplikasi dg unk membeli bar ng yang diinginkan"""
"581,""bagus """
"582,"" barang bagus n harga sesuai"""
"583,""barangnya bagus gratis ongkos kirim luar shopee thanks"""
"584,""belanja shopee emang memuaskan ngga salah pilih aplikasi belanja online bagus """
"585,""belanja mudah barang import bagus sih sesuai dngn d foto"""
"586,""belanja online aman cepat"""
"587,""belanja semudah """
"588,""bagus"""
"589,""bikin kecanduan belanja shopee"""
"590,""bintang satu dlu soalnya baru nyoba kalo bener bener bagus baru bintang """
"591,""bismilah"""
"592,""cinta banget shopee ga menang give away iphone nyaa huhu """
"593,""cod voucher gratis ongkir okee bingiiitttsss"""
"594,"" pembelian baru kecewa tingkatkan"""
"595,""pengiriman lambat"""
"596,""don t judge people from their past because we all don t live there anymore everyone can change let them prove it """
"597,""ekspedisi shopee express hapus aja asuuuu pengiriman kek kontol jakarta klaten hari ga nyampe yang hari nyampe"""
"598,""erorrrr"""
"599,""fr penilaian """
"600,""game balonn goblox dah ga ad diskon kalo ad bintang w kasih bintang """
"601,""god job"""
"602,""bagusd """
"603,""baguslah"""
"604,""goooood"""
"605,""gud"""
"606,""harga bersaing lengkap seller nya jelas pilihan"""
"607,""iki"""
"608,""intinya sy kecewa """
"609,""jdi suka belanja shopee barang bagus harga bersahabat dapet gratis ongkir lgi the best """
"610,""jods"""
"611,""josshh"""
"612,""kebutuhan barang disaat pandemi dapat terpenuhi dg lancar cepat"""
"613,"" kasih bintang lima shopee bagus belanja shopee barang nya bagus tidak rusak harga nya murah murah deh pokok nya """
"614,"" soppeepay letter limitnya """
"615,""bagus"""
"616,""kenapa sdh donlowd shopee tidak bs dbuka aplikasi tlg ksi penjelasanx """
"617,""ko rada ga guna sih ka sarannya aneh bat dah"""
"618,""koleksi barang dagangannya komplit dibandingkan online shop ngnya biaya penanganannya jadi semi profesional """
"619,""l e m o t"""
"620,""lope shopee langganan semoga memberi kwalitas yang lbih baik """
"621,""love shopee"""
"622,""lumayan"""
"623,""lumayan sih tp ongkir gratisnya ga jelas """
"624,"" maaf ya bintang cmn satu tiba keluar sepengetahuan login daftar jdi dipersulit dgn alasan password salah username salah eror jengkelin menunggu jawabnya akun salah digunakan  perbaiki """
"625,""makasi shoppe"""
"626,"" ancurrr no eecomendded"""
"627,"" kesini kaga bener aplikasinya """
"628,""bagus bagus"""
"629,""bagus terus tingkatan promo menarik konsumen pelanggan betah nyaman  shopping dimanapun berada terima kasih admin hehehe"""
"630,""bagus bagus pokoknya"""
"631,""bagus belanja puas"""
"632,""bagus jiwa"""
"633,""bagus minta bebas ongkir"""
"634,""bagus """
"635,""bagusp bgtt cepat"""
"636,""bagusppp"""
"637,""bagus """
"638,"" mas mbak  yang nama olshopnya aceboutique diblokir beli kemeja salur dikirim dress jelas memgajukan pengembalian dikonfir chat dibalas blokir aja mas mbak """
"639,""mashaallah suka belanja serba hehe"""
"640,""memuaskan"""
"641,""memuaskan"""
"642,""mending shoppe z belanj online bagus """
"643,""mudah belanja irit harga ny"""
"644,""mudah bgt belanja"""
"645,""mudah gampang"""
"646,""ngebantu banget belanja jadi perlu keluar rumah promo plus voucher gratis ongkir terima kasih"""
"647,""okkkkkkkk"""
"648,""online shop wawwwww bagus"""
"649,""online shop terpercaya produk lengkap termurah mpe branded pokoknya bagus"""
"650,""pelayanan siap tanggap memberikan informasi minta data membantu shopee parah"""
"651,""pelayanan prima bagus"""
"652,""pengiriman nya cepat """
"653,""petipuan shopee kantor jakarta  bantu"""
"654,""pesanan dah sesuai tks bgt"""
"655,""pokoknya apl nya bagus banget"""
"656,""proses pengiriman cepat sesuai estimasi waktu yang berikan """
"657,""saldo shopeepay menghilang pihak shopee menjanjikan pengembalian dana jadi takut isi saldo bertransaksi shopee """
"658,"" baik"""
"659,"" buruk"""
"660,"" membantu kebutuhan"""
"661,"" membantu """
"662,"" membantu mencari barang kebutuhan perlu rumit belanja keluar tinggal klik klik barang pencarian barang mudah pilihan barang seller thanks shopee """
"663,"" membantu  memenuhi kebutuhan sehari sehari"""
"664,"" memuaskan berbelanja shopee trima kasi shopee"""
"665,""sejauh aman"""
"666,""sejauh bagus"""
"667,"" belanja barang shopee memuaskan"""
"668,""semenjak shopee mudah berbelanja apapun butuhkan mulai tagihan listrik vocher game belanja dll tersedia lengkap cara transaksinya mudah dilakukan """
"669,""semoga tetap lancar"""
"670,""shopee membantu banget menuhin kebutuhan kalo dicari bakal susah nemuinnya kalo cari shopee penjualnya makasih shopee"""
"671,""shopee paylatter digunakan saldo limit lancar tagihan jadi ntidak like """
"672,""shopee the best"""
"673,""shopeee ist the best"""
"674,"" makan belum kak"""
"675,""suka banget shopee mudah terpecaya diskon ongkir shopee pay later is my favorit """
"676,""suka banget aplikasi harga barangnya murah """
"677,""suka aplikasi shopeee udah murah dapat discoun lg """
"678,""suka love u shopee"""
"679,""tempat belanja ternyaman teristimewa semuaa shopee"""
"680,""terbaik"""
"681,""terimakasih memperbaiki kualitas pelayanan tanggung jawab shopee pembeli semoga kedepannya baik """
"682,""thank u shopee """
"683,""tingkatkan aturann"""
"684,"" urus jak seller alifpermata tuh pembeli beli barang tidak respon tidak menghargai pembeli jualan gk melayani pembeli  tanya seller"""
"685,"" ya biaya layanan  toko baru toko baru diberi kemudahan berniaga pajak ringan berusaha mencari pelanggan baru orderan pertama biaya layanannya udah ribu pembeli diberi gratis ongkir penjual ulasan lengkap"""
"686,"" kwalitas pengiriman barang ok punya"""
"687,"" suka gratis ongkir """
"688,""aman"""
"689,""aman sejatra pokonya"""
"690,"" yaa instal trus download biar ga lambat """
"691,""apik cepat"""
"692,""aplikasi membantu"""
"693,""aplikasi membantu"""
"694,""aplikasi terlambat foto nya banget muncul nya"""
"695,""aplikasi yang diandalkan  berbelanja """
"696,""bagsu membantu"""
"697,""bagus"""
"698,"" pembobolan akun shopee shopee  peraturan menarik dana rekening yang ktp jadi ga ditransfer orang curiga orang shopee yang melakukan phising cepat tuntas menangani kasus """
"699,"" promo"""
"700,""barang real"""
"701,""belanja shopee rasanya anying banget"""
"702,""belanja shopy gampang aman pokoknya seru banget belanja shopy """
"703,""benarkah shopee hadiah cuman oknum yang bermodus petipuan """
"704,""berbelanja mudah sistem mudah dimengerti pengiriman cepat aman """
"705,""blaanja puas mastiin kalo olshop nya petipuan ngga kalo punya shoppe jamin aman """
"706,""belum coba"""
"707,""cukup baik"""
"708,"" belanja shopee jadi mudah bayar ditempat perlu rumit rumit keluar rumah sukses trus shopee """
"709,""freeong  dr shopee pay jd ga harus bagus up mulu yang ga ad m banking rumit tauuuu """
"710,""tidak kecewah belanja shopee"""
"711,""bagus idea for online shopping"""
"712,""bagus online shop ya shopee """
"713,""baguslahh"""
"714,""gratis ongkir"""
"715,""gratis ongkirya perbanyak pee """
"716,""bagus"""
"717,""hi koq sy tidak menggunakan shopee pay later ya """
"718,""ihh taek kespam teruss cokkkk"""
"719,""info gratis ongkir dipotong biaya ongkir nya yaa ttep gratis ongkir alias ongkir anehhh"""
"720,"" gimana sih min abis update gabisa dibuka pengembalian barang memenunggu persetujuan seller bener masa uang k kebuang sia sia """
"721,"" cs shopee kerjanya makan gaji buta masalah keluhan ga tangani ga solusi balas balasan robot kerja ga perlu muter otak sembarangan mentidakhiri chat masalah terselesaikan sopan brtanggung jaw ulasan lengkap"""
"722,""jhooosss pokoke"""
"723,"" input barang baru """
"724,"" ya akhir shopee susah disuruh kembali kehalaman utama terus"""
"725,"" ya nanya barang stock tidak tampilkan melanggar aturan shoppee"""
"726,""bagus"""
"727,""bagus"""
"728,""bagus bagus bagus bagusn """
"729,""bagus ga mengecewakan"""
"730,""kenapa shoppe skrang lambatt """
"731,""kode otp """
"732,""kredivo katidak dipakai gan """
"733,""kta kawan bagus"""
"734,""kulaitas bagus dgn harga murah shoppee ajjjaa"""
"735,"" gampang belanja diskonnya voucher"""
"736,"" praktis murah """
"737,""lemoott banget bukanya kalo pencarian """
"738,""mambantu """
"739,""mantaap banget"""
"740,""bagus mempermudah transaksi"""
"741,""bagus free ongkir"""
"742,""bagus shoope kasih diskon ongkir nya biar suka pakai shoope"""
"743,""bagus dapet gratis ongkir jaya shopee"""
"744,""bagus tambahkan promo promo nya"""
"745,""bagus """
"746,""bagus shopee online shop is the best """
"747,""bagusp"""
"748,""baguspp"""
"749,""mantuulll buangeett bagus"""
"750,"" online shop favorit sihh ngga pokonya """
"751,""membantu banget"""
"752,""membantu pandemi """
"753,""memuaskan"""
"754,""mmaaaaannnnnnnntttttuuuuuuullllllllll """
"755,""bagus"""
"756,""  scurity shopee atas reseller yang bertanggung jawab  tindak lanjuti """
"757,""mudahan shoppe sukses """
"758,""nyaman"""
"759,""overall suka """
"760,""pelayanan ok"""
"761,""pengalaman terburuk yang belanja shoppe jangan smpai return barang kalo sdh ketemu seller nakal hbs uang bakal ketahan shoppe wlwpun bukti sdh jelas barang sdh dikembalikan shoppe tetap berpihak seller beda prosesnya ditokopedia bnr pair jd prioritas untu ulasan lengkap"""
"762,""penjualan bagus ramah"""
"763,""promonya menarik frnya asik belanja murah gampang ya shopee aja gaez """
"764,""respon baik"""
"765,"" pelayanan shopee cukup baik payleter belanja shopee"""
"766,"" bagus tinggal pandai nya memilih seller """
"767,"" membantu penjual pembeli"""
"768,"" membantu pembeli penjual"""
"769,"" memuaskan"""
"770,"" terbantu dikala pandemi bagusp"""
"771,"" bagus promo cod sesuai aslinya thanks shopee"""
"772,"" suka berbelanja pembayaran memakai akulaku terima kasih """
"773,""sehat """
"774,""sejauh beli du shopee tidak kecewa terimakasih"""
"775,""sejauh puas belanja shopee """
"776,"" biaya penanganan wkwkwkkk"""
"777,"" suka kalo belanjaa shopee"""
"778,""semoga discond terus biar order nya bagus """
"779,""senang belanja shopee bisi pilih harga yang termurah kualitas yang memuaskan belanja jadi mudah """
"780,""shopee vocernya """
"781,""shopee emang oke """
"782,""shopee emang oke """
"783,""shopepaylater knapa ga dibuka terus udah chat admin nya ga """
"784,""siiip"""
"785,""simple detail alamat toko jelas"""
"786,""siph"""
"787,"" stlh diperbaharui terakhir x ko sya jdi ga bsa buka toko yang sya beli barang y ya pdhal kmren bsa x mencari item yang sya sllu muncul tulisan ups terjadi kesalahan coba sya coba ulangi lgi berkali tetep aja ga bsa yang muncul sllu tulisan ulasan lengkap """
"788,""suka"""
"789,""suka shopee membantu bngt bt order onlline"""
"790,""suka belanja shopee"""
"791,""suka belanja pakai shopee"""
"792,""suka shoppe"""
"793,""suka """
"794,""syukak shopee terimakasiii"""
"795,""terbaik aman"""
"796,""terimakasih shopee bener bener aplikasi idaman pokoknya semoga kedepannya pelayanannya baik lg smoga jd dapet voucher promo shopee """
"797,""tetap gratis ongkir yah shopee """
"798,""thaaanks for loving me shopee """
"799,""thanks shopee """
"800,"" pihak shopee kredit hp atm tidak shopeepay laternya bulan nya tambah jadi bulan g soalnya tidak orang punya kartu kredit daftar pake kredivo wilayah gunain kredit kredivo akun akulaku selalu tolak su ulasan lengkap"""
